# xLoc=    0.00000    
#              y    NonDim_Uvel       Dim_Temp
   0.00000000E+00   0.00000000E+00   0.30000000E+03
   0.19818214E-03   0.61956691E+00   0.35700411E+03
   0.39615427E-03   0.88535306E+00   0.33855101E+03
   0.59392105E-03   0.96649437E+00   0.32447371E+03
   0.79148676E-03   0.98542545E+00   0.31957004E+03
   0.98885514E-03   0.98918279E+00   0.31825161E+03
   0.11860309E-02   0.99006460E+00   0.31788582E+03
   0.13830169E-02   0.99049073E+00   0.31770770E+03
   0.15798169E-02   0.99085736E+00   0.31751313E+03
   0.17764338E-02   0.99126459E+00   0.31735534E+03
   0.20317547E-02   0.99176690E+00   0.31737621E+03
   0.23631947E-02   0.99242422E+00   0.31731692E+03
   0.27932650E-02   0.99344800E+00   0.31620755E+03
   0.33510232E-02   0.99510240E+00   0.31301246E+03
   0.40739100E-02   0.99720476E+00   0.30803022E+03
   0.50100703E-02   0.99897571E+00   0.30338579E+03
   0.62212744E-02   0.99985929E+00   0.30092232E+03
   0.77865794E-02   0.10001086E+01   0.30016682E+03
   0.98069226E-02   0.10001375E+01   0.30002053E+03
   0.12410923E-01   0.10001204E+01   0.30000164E+03
   0.15762264E-01   0.10000969E+01   0.30000009E+03
   0.20069243E-01   0.10000739E+01   0.30000010E+03
   0.25597313E-01   0.10000532E+01   0.30000017E+03
   0.32685708E-01   0.10000359E+01   0.30000021E+03
   0.41769553E-01   0.10000226E+01   0.30000022E+03
   0.53408779E-01   0.10000132E+01   0.30000021E+03
   0.68325408E-01   0.10000071E+01   0.30000019E+03
   0.87450862E-01   0.10000034E+01   0.30000017E+03
   0.11198619E+00   0.10000012E+01   0.30000013E+03
   0.14348057E+00   0.99999886E+00   0.30000010E+03
   0.18577608E+00   0.99999062E+00   0.30000024E+03
   0.23620565E+00   0.99999169E+00   0.30000011E+03
   0.28623700E+00   0.99999830E+00   0.29999997E+03
   0.33599281E+00   0.99999865E+00   0.30000002E+03
   0.38555837E+00   0.99999896E+00   0.30000001E+03
   0.43499455E+00   0.99999921E+00   0.30000000E+03
   0.48434579E+00   0.99999941E+00   0.29999999E+03
   0.53364450E+00   0.99999957E+00   0.29999999E+03
   0.58291441E+00   0.99999969E+00   0.29999999E+03
   0.63288742E+00   0.99999976E+00   0.29999999E+03
   0.68207347E+00   0.99999981E+00   0.29999999E+03
   0.73127693E+00   0.99999985E+00   0.29999999E+03
   0.78050280E+00   0.99999988E+00   0.29999999E+03
   0.82975376E+00   0.99999990E+00   0.30000000E+03
   0.87903148E+00   0.99999992E+00   0.30000000E+03
   0.92833602E+00   0.99999994E+00   0.30000000E+03
   0.97766709E+00   0.99999995E+00   0.30000000E+03
   0.10270232E+01   0.99999996E+00   0.30000000E+03
   0.10764034E+01   0.99999997E+00   0.30000000E+03
   0.11258055E+01   0.99999998E+00   0.30000000E+03
   0.11752275E+01   0.99999998E+00   0.30000000E+03
   0.12246670E+01   0.99999999E+00   0.30000000E+03
   0.12741219E+01   0.99999999E+00   0.30000000E+03
   0.13235893E+01   0.99999999E+00   0.30000000E+03
   0.13730671E+01   0.10000000E+01   0.30000000E+03
   0.14225531E+01   0.10000000E+01   0.30000001E+03
   0.14720441E+01   0.10000016E+01   0.29999926E+03
