#              x        Density              u              v              p           Mach
   0.15789473E+00   0.14272905E+01   0.86575306E+00   0.15271887E+00   0.30545170E+00   0.16060864E+01
   0.18421052E+00   0.14304414E+01   0.86496386E+00   0.15257965E+00   0.30646758E+00   0.16037279E+01
   0.21052632E+00   0.14283197E+01   0.86541045E+00   0.15265836E+00   0.30585614E+00   0.16049673E+01
   0.23684211E+00   0.14262648E+01   0.86587080E+00   0.15273957E+00   0.30530796E+00   0.16061054E+01
   0.26315790E+00   0.14277611E+01   0.86553809E+00   0.15268092E+00   0.30577501E+00   0.16051030E+01
   0.28947368E+00   0.14305014E+01   0.86485816E+00   0.15256103E+00   0.30666498E+00   0.16030493E+01
   0.31578946E+00   0.14300901E+01   0.86490810E+00   0.15256981E+00   0.30658670E+00   0.16031161E+01
   0.34210527E+00   0.14282361E+01   0.86529844E+00   0.15263867E+00   0.30609356E+00   0.16040902E+01
   0.36842105E+00   0.14250412E+01   0.86599019E+00   0.15276069E+00   0.30515106E+00   0.16060505E+01
   0.39473686E+00   0.14233409E+01   0.86624762E+00   0.15280610E+00   0.30487035E+00   0.16063082E+01
   0.42105263E+00   0.14242345E+01   0.86607285E+00   0.15277523E+00   0.30519910E+00   0.16056227E+01
   0.44736841E+00   0.14260646E+01   0.86566837E+00   0.15270380E+00   0.30584591E+00   0.16042046E+01
   0.47368422E+00   0.14333869E+01   0.86680088E+00   0.15290370E+00   0.30756175E+00   0.16059234E+01
   0.50000000E+00   0.99138670E+00   0.97471189E+00   0.00000000E+00   0.18632865E+00   0.19001766E+01
   0.52631581E+00   0.59409846E+00   0.10413969E+01  -0.18370239E+00   0.10016991E+00   0.21765407E+01
   0.55263156E+00   0.59520624E+00   0.10395405E+01  -0.18337492E+00   0.10063915E+00   0.21696097E+01
   0.57894737E+00   0.58431810E+00   0.10431158E+01  -0.18400570E+00   0.98107625E-01   0.21847199E+01
   0.60526317E+00   0.58315417E+00   0.10431943E+01  -0.18401960E+00   0.98037215E-01   0.21834908E+01
   0.63157892E+00   0.58528724E+00   0.10422790E+01  -0.18385800E+00   0.98707319E-01   0.21781299E+01
   0.65789473E+00   0.58429036E+00   0.10419586E+01  -0.18380142E+00   0.98633653E-01   0.21764175E+01
   0.68421054E+00   0.58062523E+00   0.10425614E+01  -0.18390782E+00   0.97998936E-01   0.21778545E+01
   0.71052629E+00   0.57651815E+00   0.10438256E+01  -0.18413090E+00   0.97256640E-01   0.21810457E+01
   0.73684210E+00   0.57246250E+00   0.10442458E+01  -0.18420496E+00   0.96618512E-01   0.21814037E+01
   0.76315790E+00   0.57439206E+00   0.10442454E+01  -0.18420488E+00   0.97183122E-01   0.21787194E+01
   0.78947371E+00   0.57427952E+00   0.10432942E+01  -0.18403715E+00   0.97305266E-01   0.21751552E+01
   0.81578946E+00   0.57941600E+00   0.10423516E+01  -0.18387080E+00   0.98544914E-01   0.21691137E+01
   0.84210527E+00   0.58047482E+00   0.10410616E+01  -0.18364327E+00   0.98979238E-01   0.21636451E+01
   0.86842108E+00   0.58133789E+00   0.10403970E+01  -0.18352606E+00   0.99319560E-01   0.21601603E+01
   0.89473683E+00   0.58198351E+00   0.10403695E+01  -0.18352117E+00   0.99579316E-01   0.21584815E+01
   0.92105263E+00   0.58097969E+00   0.10408982E+01  -0.18361446E+00   0.99455380E-01   0.21590592E+01
   0.94736844E+00   0.57425312E+00   0.10417308E+01  -0.18376132E+00   0.97931553E-01   0.21648898E+01
   0.97368419E+00   0.57912167E+00   0.10425589E+01  -0.18390740E+00   0.98719111E-01   0.21670795E+01
   0.10000000E+01   0.75616705E+00   0.99318381E+00  -0.71174040E-01   0.13793508E+00   0.19703775E+01
   0.10384616E+01   0.89539675E+00   0.94499178E+00   0.00000000E+00   0.17539082E+00   0.18045476E+01
   0.10769231E+01   0.90647344E+00   0.94133879E+00   0.00000000E+00   0.17845954E+00   0.17930384E+01
   0.11153846E+01   0.91038375E+00   0.93985514E+00   0.00000000E+00   0.17956951E+00   0.17885161E+01
   0.11538461E+01   0.91546333E+00   0.93844241E+00   0.00000000E+00   0.18089740E+00   0.17842180E+01
   0.11923077E+01   0.92206167E+00   0.93624595E+00   0.00000000E+00   0.18272044E+00   0.17775112E+01
   0.12307693E+01   0.92195815E+00   0.93613513E+00   0.00000000E+00   0.18271363E+00   0.17772342E+01
   0.12692307E+01   0.91920835E+00   0.93703885E+00   0.00000000E+00   0.18193684E+00   0.17800829E+01
   0.13076923E+01   0.91589372E+00   0.93807163E+00   0.00000000E+00   0.18101379E+00   0.17833587E+01
   0.13461539E+01   0.91466343E+00   0.93854214E+00   0.00000000E+00   0.18064527E+00   0.17848722E+01
   0.13846154E+01   0.91322226E+00   0.93902340E+00   0.00000000E+00   0.18023695E+00   0.17864001E+01
   0.14230770E+01   0.91133321E+00   0.93960257E+00   0.00000000E+00   0.17972062E+00   0.17882154E+01
   0.14615384E+01   0.91016139E+00   0.93988395E+00   0.00000000E+00   0.17942077E+00   0.17890936E+01
   0.15000000E+01   0.91016683E+00   0.93988837E+00   0.00000000E+00   0.17942077E+00   0.17891074E+01
