# xLoc=  -0.250000    
#              y    NonDim_Uvel       Dim_Temp
   0.00000000E+00   0.00000000E+00   0.30000000E+03
   0.16363898E-03   0.52135162E-01   0.30885285E+03
   0.32727816E-03   0.10445410E+00   0.31667376E+03
   0.49091782E-03   0.15641649E+00   0.32350066E+03
   0.65455842E-03   0.20800656E+00   0.32936330E+03
   0.81819983E-03   0.25916963E+00   0.33429753E+03
   0.98184263E-03   0.30981168E+00   0.33832979E+03
   0.11454865E-02   0.35980464E+00   0.34149209E+03
   0.13091323E-02   0.40899401E+00   0.34380876E+03
   0.14727797E-02   0.46052042E+00   0.34539054E+03
   0.16855227E-02   0.52109595E+00   0.34615095E+03
   0.19620894E-02   0.59546543E+00   0.34541352E+03
   0.23216261E-02   0.68362800E+00   0.34208345E+03
   0.27890226E-02   0.78136261E+00   0.33497661E+03
   0.33966335E-02   0.87748428E+00   0.32431728E+03
   0.41865194E-02   0.94625819E+00   0.31333877E+03
   0.52133524E-02   0.98092985E+00   0.30578056E+03
   0.65482012E-02   0.99289711E+00   0.30260453E+03
   0.82834447E-02   0.99610807E+00   0.30165274E+03
   0.10539152E-01   0.99690887E+00   0.30144012E+03
   0.13471377E-01   0.99720032E+00   0.30134025E+03
   0.17282920E-01   0.99721513E+00   0.30133133E+03
   0.22237290E-01   0.99727001E+00   0.30130399E+03
   0.28676791E-01   0.99725406E+00   0.30131153E+03
   0.37045952E-01   0.99706454E+00   0.30140100E+03
   0.47921691E-01   0.99675017E+00   0.30154986E+03
   0.62052246E-01   0.99586497E+00   0.30196980E+03
   0.80406822E-01   0.99471833E+00   0.30250974E+03
   0.10423899E+00   0.99446850E+00   0.30262659E+03
   0.13516700E+00   0.99541301E+00   0.30218121E+03
   0.17527610E+00   0.99785688E+00   0.30102391E+03
   0.22584896E+00   0.99936215E+00   0.30030571E+03
   0.27625647E+00   0.99978939E+00   0.30010106E+03
   0.32741651E+00   0.99993621E+00   0.30003061E+03
   0.37754983E+00   0.99998143E+00   0.30000892E+03
   0.42756382E+00   0.99999511E+00   0.30000234E+03
   0.47748366E+00   0.99999888E+00   0.30000054E+03
   0.52733064E+00   0.99999980E+00   0.30000009E+03
   0.57712293E+00   0.10000002E+01   0.29999991E+03
   0.62687510E+00   0.10000003E+01   0.29999985E+03
   0.67659938E+00   0.10000002E+01   0.29999987E+03
   0.72630501E+00   0.10000002E+01   0.29999991E+03
   0.77599972E+00   0.10000002E+01   0.29999993E+03
   0.82568926E+00   0.10000001E+01   0.29999996E+03
   0.87537742E+00   0.10000001E+01   0.29999996E+03
   0.92506772E+00   0.10000001E+01   0.29999997E+03
   0.97476232E+00   0.10000001E+01   0.29999997E+03
   0.10244626E+01   0.10000000E+01   0.29999997E+03
   0.10741694E+01   0.10000000E+01   0.29999997E+03
   0.11238831E+01   0.10000000E+01   0.29999997E+03
   0.11736037E+01   0.10000000E+01   0.30000000E+03
   0.12233310E+01   0.10000000E+01   0.30000000E+03
   0.12730643E+01   0.10000000E+01   0.29999999E+03
   0.13228031E+01   0.10000000E+01   0.29999999E+03
   0.13725469E+01   0.10000000E+01   0.30000000E+03
   0.14222940E+01   0.10000000E+01   0.30000000E+03
   0.14720442E+01   0.10000001E+01   0.29999994E+03
