# xLoc=    0.00000    
#              y    NonDim_Uvel       Dim_Temp
   0.00000000E+00   0.00000000E+00   0.50931378E+03
   0.19818214E-03  -0.38625675E-01   0.50918785E+03
   0.39615427E-03  -0.71014376E-01   0.50880296E+03
   0.59392105E-03  -0.97906049E-01   0.50826533E+03
   0.79148676E-03  -0.11980890E+00   0.50764893E+03
   0.98885514E-03  -0.13701406E+00   0.50714189E+03
   0.11860309E-02  -0.14980152E+00   0.50661099E+03
   0.13830169E-02  -0.15851532E+00   0.50621311E+03
   0.15798169E-02  -0.16348099E+00   0.50602353E+03
   0.17764338E-02  -0.16507338E+00   0.50589584E+03
   0.20317547E-02  -0.16223061E+00   0.50592545E+03
   0.23631947E-02  -0.15138320E+00   0.50624311E+03
   0.27932650E-02  -0.12666363E+00   0.50702688E+03
   0.33510232E-02  -0.80347270E-01   0.50829003E+03
   0.40739100E-02  -0.19966767E-02   0.50944810E+03
   0.50100703E-02   0.12350622E+00   0.50764753E+03
   0.62212744E-02   0.29409830E+00   0.49593966E+03
   0.77865794E-02   0.51307530E+00   0.46313843E+03
   0.98069226E-02   0.75666246E+00   0.40022607E+03
   0.12410923E-01   0.89825608E+00   0.34647526E+03
   0.15762264E-01   0.94746806E+00   0.32439036E+03
   0.20069243E-01   0.95993168E+00   0.31850502E+03
   0.25597313E-01   0.96343652E+00   0.31676489E+03
   0.32685708E-01   0.96651438E+00   0.31541532E+03
   0.41769553E-01   0.96943648E+00   0.31412173E+03
   0.53408779E-01   0.97364285E+00   0.31225312E+03
   0.68325408E-01   0.97868996E+00   0.30998911E+03
   0.87450862E-01   0.98585092E+00   0.30671964E+03
   0.11198619E+00   0.99234232E+00   0.30366739E+03
   0.14348057E+00   0.99469652E+00   0.30253515E+03
   0.18577608E+00   0.99478621E+00   0.30248194E+03
   0.23620565E+00   0.99473548E+00   0.30250384E+03
   0.28623700E+00   0.99541690E+00   0.30217974E+03
   0.33599281E+00   0.99707200E+00   0.30139693E+03
   0.38555837E+00   0.99877254E+00   0.30058761E+03
   0.43499455E+00   0.99955630E+00   0.30021276E+03
   0.48434579E+00   0.99985085E+00   0.30007157E+03
   0.53364450E+00   0.99995371E+00   0.30002221E+03
   0.58291441E+00   0.99998620E+00   0.30000663E+03
   0.63288742E+00   0.99999610E+00   0.30000185E+03
   0.68207347E+00   0.99999922E+00   0.30000037E+03
   0.73127693E+00   0.10000001E+01   0.29999995E+03
   0.78050280E+00   0.10000004E+01   0.29999981E+03
   0.82975376E+00   0.10000005E+01   0.29999978E+03
   0.87903148E+00   0.10000004E+01   0.29999981E+03
   0.92833602E+00   0.10000003E+01   0.29999985E+03
   0.97766709E+00   0.10000002E+01   0.29999990E+03
   0.10270232E+01   0.10000002E+01   0.29999992E+03
   0.10764034E+01   0.10000001E+01   0.29999995E+03
   0.11258055E+01   0.10000001E+01   0.29999995E+03
   0.11752275E+01   0.10000001E+01   0.29999995E+03
   0.12246670E+01   0.10000001E+01   0.29999996E+03
   0.12741219E+01   0.10000001E+01   0.29999996E+03
   0.13235893E+01   0.10000001E+01   0.29999997E+03
   0.13730671E+01   0.99999998E+00   0.30000000E+03
   0.14225531E+01   0.99999971E+00   0.30000014E+03
   0.14720441E+01   0.10000010E+01   0.29999953E+03
